Year,Sort order,Country,Notes,Code,Type of data (a),Immigrants
2005,2005134,Belarus,,112,B,1106982
2005,2005135,Bulgaria,,100,B,61074
2005,2005136,Czechia,,203,C,322540
2005,2005137,Hungary,,348,B R,366787
2005,2005138,Poland,,616,B,722509
2005,2005139,Moldova,13,498,B,173957
2005,2005140,Romania,,642,B,145162
2005,2005141,Russia,,643,B,11667588
2005,2005142,Slovakia,,703,B,130491
2005,2005143,Ukraine,14,804,B,5050302
2005,2005144,Northern Europe,,924,,9588814
2005,2005145,Channel Islands,15,830,B,70941
2005,2005146,Denmark,,208,B,440383
2005,2005147,Estonia,,233,B,233701
2005,2005148,Faeroe Islands,,234,B,4583
2005,2005149,Finland,16,246,B,192169
2005,2005150,Iceland,,352,B,25492
2005,2005151,Ireland,,372,B,589046
2005,2005152,Isle of Man,,833,B,41475
2005,2005153,Latvia,,428,B,376725
2005,2005154,Lithuania,,440,B,201209
2005,2005155,Norway,17,578,B,361144
2005,2005156,Sweden,,752,B,1125790
2005,2005157,United Kingdom,,826,B,5926156
2005,2005158,Southern Europe,,925,,11974334
2005,2005159,Albania,,8,B,64739
2005,2005160,Andorra,,20,C,50298
2005,2005161,Bosnia-Herzegovina,,70,I R,47272
2005,2005162,Croatia,,191,B R,579273
2005,2005163,Gibraltar,,292,B,9211
2005,2005164,Greece,,300,B,1190707
2005,2005165,Holy See,18,336,I,798
2005,2005166,Italy,,380,B,3954785
2005,2005167,Malta,,470,B,24560
2005,2005168,Montenegro,,499,B,..
2005,2005169,Portugal,,620,B,771184
2005,2005170,San Marino,,674,C,4218
2005,2005171,Serbia,19,688,B,845120
2005,2005172,Slovenia,,705,B,197276
2005,2005173,Spain,20,724,B,4107226
2005,2005174,Macedonia,21,807,B,127667
2005,2005175,Western Europe,,926,,21890740
2005,2005176,Austria,,40,B,1136270
2005,2005177,Belgium,,56,C,882031
2005,2005178,France,,250,B,6737600
2005,2005179,Germany,,276,B,9402447
2005,2005180,Liechtenstein,,438,B,18898
2005,2005181,Luxembourg,,442,B,150618
2005,2005182,Monaco,,492,B,21312
2005,2005183,Netherlands,,528,B,1736127
2005,2005184,Switzerland,,756,B,1805437
2005,2005185,LATIN AMERICA AND THE CARIBBEAN,,904,,7237476
2005,2005186,Caribbean,,915,,1333118
2005,2005187,Anguilla,,660,B,4684
2005,2005188,Antigua and Barbuda,,28,B,24741
2005,2005189,Aruba,,533,B,32540
2005,2005190,Bahamas,,44,B,45595
2005,2005191,Barbados,,52,B,30624
2005,2005192,British Virgin Islands,,92,B,15016
2005,2005193,Caribbean Netherlands,22,535,B,49105
2005,2005194,Cayman Islands,,136,C,21655
2005,2005195,Cuba,,192,B,17023
2005,2005196,Curaçao,,531,B,..
2005,2005197,Dominica,,212,B,4744
2005,2005198,Dominican Republic,,214,B,376001
2005,2005199,Grenada,,308,B,6902
2005,2005200,Guadeloupe,23,312,B,89065
2005,2005201,Haiti,,332,B,30468
2005,2005202,Jamaica,,388,B,24314
2005,2005203,Martinique,,474,B,57034
2005,2005204,Montserrat,,500,B,1244
2005,2005205,Puerto Rico,,630,B,352144
2005,2005206,St. Kitts and Nevis,,659,B,6682
2005,2005207,St. Lucia,,662,B,11468
2005,2005208,St. Vincent and the Grenadines,,670,B,4395
2005,2005209,St. Martin,,534,B,13100
2005,2005210,Trinidad and Tobago,,780,B,44812
2005,2005211,Turks and Caicos Islands,,796,B,13115
2005,2005212,Virgin Islands (U.S.),,850,B,56647
2005,2005213,Central America,,916,,1385713
2005,2005214,Belize,,84,B R ,41424
2005,2005215,Costa Rica,,188,B R,358175
2005,2005216,El Salvador,,222,B R,36019
2005,2005217,Guatemala,,320,B R,57252
2005,2005218,Honduras,,340,B R,27875
2005,2005219,Mexico,,484,B R,712487
2005,2005220,Nicaragua,,558,B R,34918
2005,2005221,Panama,,591,B,117563
2005,2005222,South America,,931,,4518645
2005,2005223,Argentina,,32,B,1673088
2005,2005224,Bolivia,,68,B,107745
2005,2005225,Brazil,,76,B,638582
2005,2005226,Chile,,152,B,273384
2005,2005227,Colombia,,170,B,107612
2005,2005228,Ecuador,,218,B R,187404
2005,2005229,Falkland Islands (Malvinas),,238,B,1166
2005,2005230,French Guiana,,254,B,86468
2005,2005231,Guyana,,328,B,10868
2005,2005232,Paraguay,,600,B,168243
2005,2005233,Peru,,604,B,77541
2005,2005234,Suriname,,740,C,33664
2005,2005235,Uruguay,,858,B,82318
2005,2005236,Venezuela,,862,B,1070562
2005,2005237,NORTHERN AMERICA,,905,,45363387
2005,2005238,Bermuda,,60,B,18276
2005,2005239,Canada,,124,B,6078985
2005,2005240,Greenland,,304,B,6686
2005,2005241,St. Pierre and Miquelon,,666,B,1147
2005,2005242,United States,,840,B,39258293
2005,2005243,OCEANIA,,909,,6023421
2005,2005244,Australia/New Zealand,,927,,5717982
2005,2005245,Australia,24,36,B,4878030
2005,2005246,New Zealand,,554,B,839952
2005,2005247,Melanesia,,928,,103878
2005,2005248,Fiji,,242,B,12435
2005,2005249,New Caledonia,,540,B,55405
2005,2005250,Papua New Guinea,,598,C R,29967
2005,2005251,Solomon Islands,,90,B,3271
2005,2005252,Vanuatu,,548,B,2800
2005,2005253,Micronesia,,954,,128390
2005,2005254,Guam,,316,B,74743
2005,2005255,Kiribati,,296,B,2487
2005,2005256,Marshall Islands,,584,B,2417
2005,2005257,Micronesia,,583,B,2905
2005,2005258,Nauru,,520,C,2253
2005,2005259,Northern Mariana Islands,,580,B,37542
2005,2005260,Palau,,585,B,6043
2005,2005261,Polynesia,25,957,,73171
2005,2005262,American Samoa,,16,B,24233
2005,2005263,Cook Islands,,184,B,3277
2005,2005264,French Polynesia,,258,B,32286
2005,2005265,Niue,,570,B,522
2005,2005266,Samoa,,882,B,5746
2005,2005267,Tokelau,,772,B,258
2005,2005268,Tonga,,776,B,4301
2005,2005269,Tuvalu,,798,C,183
2005,2005270,Wallis and Futuna Islands,,876,B,2365
2010,2010001,WORLD,,900,,220019266
2010,2010002,More developed regions,b,901,,130683517
2010,2010003,Less developed regions,c,902,,89335749
2010,2010004,Least developed countries,d,941,,9994197
2010,2010005,"Less developed regions, excluding least developed countries",,934,,79341552
2010,2010006,High-income countries,e,1503,,141789049
2010,2010007,Middle-income countries,e,1517,,70204762
2010,2010008,Upper-middle-income countries,e,1502,,39705036
2010,2010009,Lower-middle-income countries,e,1501,,30499726
2010,2010010,Low-income countries,e,1500,,7545206
2010,2010011,Sub-Saharan Africa,f,947,,15691999
2010,2010012,AFRICA,,903,,17007249
2010,2010013,Eastern Africa,,910,,4657063
2010,2010014,Burundi,,108,B R,235259
2010,2010015,Comoros,,174,B,12618
2010,2010016,Djibouti,,262,B R,101575
2010,2010017,Eritrea,,232,I,15676
2010,2010018,Ethiopia,,231,B R,567720
2010,2010019,Kenya,,404,B R,926959
2010,2010020,Madagascar,,450,C,28905
2010,2010021,Malawi,,454,B R,217722
2010,2010022,Mauritius,1,480,C,24836
2010,2010023,Mayotte,,175,B,72757
2010,2010024,Mozambique,,508,B R,214612
2010,2010025,Réunion,,638,B,123029
2010,2010026,Rwanda,,646,B R,436787
2010,2010027,Seychelles,,690,B,11420
2010,2010028,Somalia,,706,I R,23995
2010,2010029,South Sudan,,728,B R,257905
2010,2010030,Uganda,,800,B R,529160
2010,2010031,Tanzania,2,834,B R,308600
2010,2010032,Zambia,,894,B R,149637
2010,2010033,Zimbabwe,,716,B R,397891
2010,2010034,Middle Africa,,911,,2139979
2010,2010035,Angola,,24,B R,76549
2010,2010036,Cameroon,,120,B C,289091
2010,2010037,Central African Republic,,140,C,93466
2010,2010038,Chad,,148,B R,416924
2010,2010039,Republic of the Congo,,178,B,419649
2010,2010040,Democratic Republic of the Congo,,180,B R,588950
2010,2010041,Equatorial Guinea,,226,C,8658
2010,2010042,Gabon,,266,C,243992
2010,2010043,Sao Tome and Principe,,678,C,2700
2010,2010044,Northern Africa,,912,,1893613
2010,2010045,Algeria,,12,B R,216964
2010,2010046,Egypt,,818,B R,295714
2010,2010047,Libya,,434,C,683998
2010,2010048,Morocco,,504,C,70909
2010,2010049,Sudan,3,729,B R,578363
2010,2010050,Tunisia,,788,C,43172
2010,2010051,Western Sahara,,732,I,4493
2010,2010052,Southern Africa,,913,,2357093
2010,2010053,Botswana,,72,C,120912
2010,2010054,Lesotho,,426,C R,6414
2010,2010055,Namibia,,516,B,102405
2010,2010056,South Africa,,710,B R,2096886
2010,2010057,Swaziland,,748,B R,30476
2010,2010058,Western Africa,,914,,5959501
2010,2010059,Benin,,204,C B R,209267
2010,2010060,Burkina Faso,,854,B R,673904
2010,2010061,Cape Verde,,132,B,14373
2010,2010062,Ivory Coast,,384,C B,2095185
2010,2010063,Gambia,,270,B,185763
2010,2010064,Ghana,,288,B,337017
2010,2010065,Guinea,,324,C R,177998
2010,2010066,Guinea-Bissau,,624,B R,21061
2010,2010067,Liberia,,430,B,99129
2010,2010068,Mali,,466,B R,336607
2010,2010069,Mauritania,,478,C R,84679
2010,2010070,Niger,,562,B R,126464
2010,2010071,Nigeria,,566,C R,988679
2010,2010072,St. Helena,4,654,B,569
2010,2010073,Senegal,,686,B R,256092
2010,2010074,Sierra Leone,,694,B R,97452
2010,2010075,Togo,,768,C R,255262
2010,2010076,ASIA,,935,,65921788
2010,2010077,Central Asia,,5500,,5262414
2010,2010078,Kazakhstan,,398,B,3334623
2010,2010079,Kyrgyzstan,,417,B,231511
2010,2010080,Tajikistan,,762,B,278152
2010,2010081,Turkmenistan,,795,B,197979
2010,2010082,Uzbekistan,,860,B,1220149
2010,2010083,Eastern Asia,,906,,7061814
2010,2010084,China,5,156,C,849861
2010,2010085,Hong Kong,6,344,B,2779950
2010,2010086,Macao,7,446,B,318506
2010,2010087,North Korea,,408,I,44010
2010,2010088,Japan,,392,C,2134151
2010,2010089,Mongolia,,496,C,16061
2010,2010090,South Korea,,410,C,919275
2010,2010091,Southern Asia,,5501,,14307646
2010,2010092,Afghanistan,,4,B,102246
2010,2010093,Bangladesh,,50,B R,1345546
2010,2010094,Bhutan,,64,B,48420
2010,2010095,India,,356,B R,5436012
2010,2010096,Iran,,364,B R,2761561
2010,2010097,Maldives,,462,C,54659
2010,2010098,Nepal,,524,B R,578657
2010,2010099,Pakistan,,586,B R,3941586
2010,2010100,Sri Lanka,,144,B R,38959
2010,2010101,South-Eastern Asia,,920,,8673693
2010,2010102,Brunei,,96,B,100587
2010,2010103,Cambodia,,116,B,81977
2010,2010104,Indonesia,,360,B R,305416
2010,2010105,Laos,,418,C R,32473
2010,2010106,Malaysia,8,458,C R,2406011
2010,2010107,Myanmar,,104,C,76414
2010,2010108,Philippines,,608,C R,208599
2010,2010109,Singapore,,702,B,2164794
2010,2010110,Thailand,,764,B R,3224131
2010,2010111,Timor-Leste,,626,B,11535
2010,2010112,Vietnam,,704,C R,61756
2010,2010113,Western Asia,,922,,30616221
2010,2010114,Armenia,,51,B R,221560
2010,2010115,Azerbaijan,9,31,B R,276901
2010,2010116,Bahrain,,48,C,657856
2010,2010117,Cyprus,10,196,B,188472
2010,2010118,Georgia,11,268,B,73034
2010,2010119,Iraq,,368,C R,117389
2010,2010120,Israel,,376,B R,1950615
2010,2010121,Jordan,,400,C R,2722983
2010,2010122,Kuwait,,414,C R,1871537
2010,2010123,Lebanon,,422,B R,820655
2010,2010124,Oman,,512,C,816221
2010,2010125,Qatar,,634,C,1456413
2010,2010126,Saudi Arabia,,682,C R,8429956
2010,2010127,West Bank and Gaza Strip,12,275,B,258032
2010,2010128,Syria,,760,C R,1785115
2010,2010129,Turkey,,792,B R,1367034
2010,2010130,United Arab Emirates,,784,C R,7316611
2010,2010131,Yemen,,887,CR,285837
2010,2010132,EUROPE,,908,,70747947
2010,2010133,Eastern Europe,,923,,19127781
2010,2010134,Belarus,,112,B,1090378
2010,2010135,Bulgaria,,100,B,76287
2010,2010136,Czechia,,203,C,398493
2010,2010137,Hungary,,348,B R,436616
2010,2010138,Poland,,616,B,642417
2010,2010139,Moldova,13,498,B,157668
2010,2010140,Romania,,642,B,166126
2010,2010141,Russia,,643,B,11194710
2010,2010142,Slovakia,,703,B,146319
2010,2010143,Ukraine,14,804,B,4818767
2010,2010144,Northern Europe,,924,,11810676
2010,2010145,Channel Islands,15,830,B,77581
2010,2010146,Denmark,,208,B,509740
2010,2010147,Estonia,,233,B,217890
2010,2010148,Faeroe Islands,,234,B,5096
2010,2010149,Finland,16,246,B,248135
2010,2010150,Iceland,,352,B,35091
2010,2010151,Ireland,,372,B,730542
2010,2010152,Isle of Man,,833,B,43447
2010,2010153,Latvia,,428,B,313786
2010,2010154,Lithuania,,440,B,160772
2010,2010155,Norway,17,578,B,526799
2010,2010156,Sweden,,752,B,1337214
2010,2010157,United Kingdom,,826,B,7604583
2010,2010158,Southern Europe,,925,,16205444
2010,2010159,Albania,,8,B,52784
2010,2010160,Andorra,,20,C,52053
2010,2010161,Bosnia-Herzegovina,,70,I R,38792
2010,2010162,Croatia,,191,B R,573248
2010,2010163,Gibraltar,,292,B,10369
2010,2010164,Greece,,300,B,1321149
2010,2010165,Holy See,18,336,I,794
2010,2010166,Italy,,380,B,5787898
2010,2010167,Malta,,470,B,33008
2010,2010168,Montenegro,,499,B,78507
2010,2010169,Portugal,,620,B,762825
2010,2010170,San Marino,,674,C,4399
2010,2010171,Serbia,19,688,B,826066
2010,2010172,Slovenia,,705,B,253786
2010,2010173,Spain,20,724,B,6280065
2010,2010174,Macedonia,21,807,B,129701
2010,2010175,Western Europe,,926,,23604046
2010,2010176,Austria,,40,B,1275992
2010,2010177,Belgium,,56,C,1119256
2010,2010178,France,,250,B,7196481
2010,2010179,Germany,,276,B,9812263
2010,2010180,Liechtenstein,,438,B,22342
2010,2010181,Luxembourg,,442,B,248888
2010,2010182,Monaco,,492,B,21132
2010,2010183,Netherlands,,528,B,1832510
2010,2010184,Switzerland,,756,B,2075182
2010,2010185,LATIN AMERICA AND THE CARIBBEAN,,904,,8246652
2010,2010186,Caribbean,,915,,1353589
2010,2010187,Anguilla,,660,B,5103
2010,2010188,Antigua and Barbuda,,28,B,26412
2010,2010189,Aruba,,533,B,34327
2010,2010190,Bahamas,,44,B,54736
2010,2010191,Barbados,,52,B,32825
2010,2010192,British Virgin Islands,,92,B,17074
2010,2010193,Caribbean Netherlands,22,535,B,11445
2010,2010194,Cayman Islands,,136,C,24057
2010,2010195,Cuba,,192,B,14818
2010,2010196,Curaçao,,531,B,34627
2010,2010197,Dominica,,212,B,5765
2010,2010198,Dominican Republic,,214,B,393720
2010,2010199,Grenada,,308,B,6980
2010,2010200,Guadeloupe,23,312,B,94942
2010,2010201,Haiti,,332,B,35104
2010,2010202,Jamaica,,388,B,23677
2010,2010203,Martinique,,474,B,59575
2010,2010204,Montserrat,,500,B,1277
2010,2010205,Puerto Rico,,630,B,304969
2010,2010206,St. Kitts and Nevis,,659,B,7245
2010,2010207,St. Lucia,,662,B,12100
2010,2010208,St. Vincent and the Grenadines,,670,B,4485
2010,2010209,St. Martin,,534,B,26200
2010,2010210,Trinidad and Tobago,,780,B,48226
2010,2010211,Turks and Caicos Islands,,796,B,17216
2010,2010212,Virgin Islands (U.S.),,850,B,56684
2010,2010213,Central America,,916,,1749940
2010,2010214,Belize,,84,B R ,46360
2010,2010215,Costa Rica,,188,B R,405404
2010,2010216,El Salvador,,222,B R,40324
2010,2010217,Guatemala,,320,B R,66384
2010,2010218,Honduras,,340,B R,27288
2010,2010219,Mexico,,484,B R,969538
2010,2010220,Nicaragua,,558,B R,37333
2010,2010221,Panama,,591,B,157309
2010,2010222,South America,,931,,5143123
2010,2010223,Argentina,,32,B,1805957
2010,2010224,Bolivia,,68,B,122846
2010,2010225,Brazil,,76,B,592568
2010,2010226,Chile,,152,B,369436
2010,2010227,Colombia,,170,B,124271
2010,2010228,Ecuador,,218,B R,325366
2010,2010229,Falkland Islands (Malvinas),,238,B,1436
2010,2010230,French Guiana,,254,B,96288
2010,2010231,Guyana,,328,B,13126
2010,2010232,Paraguay,,600,B,160299
2010,2010233,Peru,,604,B,84066
2010,2010234,Suriname,,740,C,39713
2010,2010235,Uruguay,,858,B,76263
2010,2010236,Venezuela,,862,B,1331488
2010,2010237,NORTHERN AMERICA,,905,,50970996
2010,2010238,Bermuda,,60,B,18884
2010,2010239,Canada,,124,B,6761226
2010,2010240,Greenland,,304,B,6226
2010,2010241,St. Pierre and Miquelon,,666,B,1017
2010,2010242,United States,,840,B,44183643
2010,2010243,OCEANIA,,909,,7124634
2010,2010244,Australia/New Zealand,,927,,6830423
2010,2010245,Australia,24,36,B,5882980
2010,2010246,New Zealand,,554,B,947443
2010,2010247,Melanesia,,928,,105684
2010,2010248,Fiji,,242,B,13351
2010,2010249,New Caledonia,,540,B,61158
2010,2010250,Papua New Guinea,,598,C R,25424
2010,2010251,Solomon Islands,,90,B,2760
2010,2010252,Vanuatu,,548,B,2991
2010,2010253,Micronesia,,954,,115948
2010,2010254,Guam,,316,B,75416
2010,2010255,Kiribati,,296,B,2868
2010,2010256,Marshall Islands,,584,B,3089
2010,2010257,Micronesia,,583,B,2805
2010,2010258,Nauru,,520,C,2112
2010,2010259,Northern Mariana Islands,,580,B,24168
2010,2010260,Palau,,585,B,5490
2010,2010261,Polynesia,25,957,,72579
2010,2010262,American Samoa,,16,B,23555
2010,2010263,Cook Islands,,184,B,3769
2010,2010264,French Polynesia,,258,B,31640
2010,2010265,Niue,,570,B,545
2010,2010266,Samoa,,882,B,5122
2010,2010267,Tokelau,,772,B,429
2010,2010268,Tonga,,776,B,4589
2010,2010269,Tuvalu,,798,C,154
2010,2010270,Wallis and Futuna Islands,,876,B,2776
2015,2015001,WORLD,,900,,247585744
2015,2015002,More developed regions,b,901,,140250197
2015,2015003,Less developed regions,c,902,,107335547
2015,2015004,Least developed countries,d,941,,13804757
2015,2015005,"Less developed regions, excluding least developed countries",,934,,93530790
2015,2015006,High-income countries,e,1503,,156816897
2015,2015007,Middle-income countries,e,1517,,79772836
2015,2015008,Upper-middle-income countries,e,1502,,48222417
2015,2015009,Lower-middle-income countries,e,1501,,31550419
2015,2015010,Low-income countries,e,1500,,10491456
2015,2015011,Sub-Saharan Africa,f,947,,21705234
2015,2015012,AFRICA,,903,,23436088
2015,2015013,Eastern Africa,,910,,6920965
2015,2015014,Burundi,,108,B R,289810
2015,2015015,Comoros,,174,B,12555
2015,2015016,Djibouti,,262,B R,112351
2015,2015017,Eritrea,,232,I,15941
2015,2015018,Ethiopia,,231,B R,1162576
2015,2015019,Kenya,,404,B R,1084357
2015,2015020,Madagascar,,450,C,32075
2015,2015021,Malawi,,454,B R,232803
2015,2015022,Mauritius,1,480,C,28585
2015,2015023,Mayotte,,175,B,73992
2015,2015024,Mozambique,,508,B R,238930
2015,2015025,Réunion,,638,B,127209
2015,2015026,Rwanda,,646,B R,441525
2015,2015027,Seychelles,,690,B,12791
2015,2015028,Somalia,,706,I R,41578
2015,2015029,South Sudan,,728,B R,844122
2015,2015030,Uganda,,800,B R,1197162
2015,2015031,Tanzania,2,834,B R,413309
2015,2015032,Zambia,,894,B R,155428
2015,2015033,Zimbabwe,,716,B R,403866
2015,2015034,Middle Africa,,911,,3436978
2015,2015035,Angola,,24,B R,632178
2015,2015036,Cameroon,,120,B C,508357
2015,2015037,Central African Republic,,140,C,81598
2015,2015038,Chad,,148,B R,516968
2015,2015039,Republic of the Congo,,178,B,392996
2015,2015040,Democratic Republic of the Congo,,180,B R,824492
2015,2015041,Equatorial Guinea,,226,C,209611
2015,2015042,Gabon,,266,C,268384
2015,2015043,Sao Tome and Principe,,678,C,2394
2015,2015044,Northern Africa,,912,,2354732
2015,2015045,Algeria,,12,B R,239473
2015,2015046,Egypt,,818,B R,565931
2015,2015047,Libya,,434,C,771146
2015,2015048,Morocco,,504,C,92424
2015,2015049,Sudan,3,729,B R,623878
2015,2015050,Tunisia,,788,C,56701
2015,2015051,Western Sahara,,732,I,5179
2015,2015052,Southern Africa,,913,,4112793
2015,2015053,Botswana,,72,C,160644
2015,2015054,Lesotho,,426,C R,6572
2015,2015055,Namibia,,516,B,96888
2015,2015056,South Africa,,710,B R,3816696
2015,2015057,Swaziland,,748,B R,31993
2015,2015058,Western Africa,,914,,6610620
2015,2015059,Benin,,204,C B R,245399
2015,2015060,Burkina Faso,,854,B R,704676
2015,2015061,Cape Verde,,132,B,14924
2015,2015062,Ivory Coast,,384,C B,2175399
2015,2015063,Gambia,,270,B,192540
