Country,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.04943902,71.13817073,71.1945122,71.2145122,71.20514634,71.18095122,71.1574878,71.15529268,71.19136585,71.27617073,71.42353659,71.64280488,71.92436585,72.2537561,72.61809756,72.99563415,73.36214634,73.69995122,73.99673171,74.24614634,74.45065854,74.6217561,74.77865854,74.93773171,75.10436585,75.2835122,,
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.78756795,68.13867471,68.50237706,68.87600049,69.2596147,69.64825514,70.03722057,70.42069174,70.79088567,71.14654618,71.49048847,71.80863119,72.11244215,72.39844483,72.67156077,72.93461145,73.19071497,73.44009847,73.68192639,73.92526865,74.16438652,74.39995913,74.62757504,74.848883,75.06371707,75.27120874,,
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.69973692,51.97191451,52.2794369,52.62515647,53.00198475,53.40387755,53.82746305,54.26999759,54.72969449,55.20694594,55.70534573,56.23174458,56.7910298,57.38256549,58.00044906,58.63727333,59.28447956,59.93060337,60.56390493,61.17491514,61.75359909,62.29236486,62.79193465,63.25377625,63.67757136,64.0646819,,
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.82757664,49.92996647,50.05436393,50.20691803,50.3814688,50.5796627,50.81358057,51.09605287,51.436865,51.84206289,52.31635846,52.86199624,53.47259386,54.13790408,54.84602026,55.58465239,56.34193117,57.10391636,57.85569003,58.58318768,59.27368388,59.91839028,60.51870252,61.07649225,61.59026379,62.06047438,,
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.07317073,,
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.6552439,69.75795122,69.77514634,69.69592683,69.54565854,69.39726829,69.35087805,69.48131707,69.82585366,70.37609756,71.07968293,71.84919512,72.57958537,73.18931707,73.64482927,73.93560976,74.08507317,74.15512195,74.20117073,74.24765854,74.31302439,74.4072439,74.52431707,74.65929268,74.81465854,74.98895122,,
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.51327503,59.82944232,60.18390187,60.51412528,60.83836607,61.15763163,61.48362547,61.81748623,62.15027062,62.46910141,62.77386848,63.09838756,63.41932207,63.75037636,64.09121385,64.43795562,64.79907534,65.16581905,65.52903001,65.90151693,66.26247496,66.59661259,66.90478931,67.19332042,67.45876614,67.7051777,,
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.10605218,63.32667319,63.49355771,63.65308903,63.86816184,64.11405956,64.40477325,64.71889154,65.01158687,65.28152437,65.57977546,65.89344233,66.2010013,66.5204032,66.85716377,67.1800052,67.53803377,67.88503967,68.21289415,68.55521334,68.86513362,69.17862416,69.45985393,69.72966133,69.97035579,70.19326103,,
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.07634146,59.33082927,59.25617073,58.80295122,57.9692439,56.75968293,55.20987805,53.4467561,51.61558537,49.84112195,48.2785122,47.07041463,46.2695122,45.89558537,45.94846341,46.38702439,47.12468293,48.02319512,48.95743902,49.85380488,50.66121951,51.36119512,51.98656098,52.56502439,53.09321951,53.57009756,,
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.04728437,69.17324579,69.19984409,69.2096985,69.34005201,69.5617447,69.89243938,70.24841855,70.59142591,70.87602162,71.22726012,71.60625645,71.96239187,72.31412049,72.68178011,72.99092752,73.35165221,73.6659887,73.93370223,74.22007263,74.44445196,74.71367232,74.92439958,75.14546135,75.33914932,75.52288235,,
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,75.1195122,,
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.01041463,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.22926829,,
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.12439024,,
Macao,MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.16217073,77.4697561,77.78558537,78.11226829,78.44829268,78.78709756,79.121,79.44082927,79.74192683,80.02026829,80.27634146,80.51268293,80.73546341,80.9517561,81.16614634,81.38265854,81.60780488,81.84158537,82.08246341,82.32846341,82.57356098,82.81126829,83.03458537,83.24046341,83.42692683,83.59490244,,
St. Martin,MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.52195122,75.92439024,75.42439024,75.57317073,75.82195122,75.97073171,76.17073171,76.37073171,76.57073171,76.77073171,76.97073171,77.17073171,77.37073171,77.57073171,77.72195122,77.87073171,78.07073171,78.22195122,78.37073171,78.57073171,78.72195122,78.87073171,79.02195122,79.17073171,79.32195122,79.47073171,,
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.67897561,65.19660976,65.65831707,66.06929268,66.44056098,66.78470732,67.11817073,67.45792683,67.81980488,68.21426829,68.65214634,69.14029268,69.67014634,70.22973171,70.80856098,71.39285366,71.96785366,72.5202439,73.03812195,73.51346341,73.94107317,74.3202439,74.66065854,74.97014634,75.25514634,75.52014634,,
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.46565854,67.39231707,67.24541463,67.06704878,66.88334146,66.72782927,66.62909756,66.59509756,66.63031707,66.73478049,66.89102439,67.07060976,67.2474878,67.40656098,67.54973171,67.70380488,67.90602439,68.18726829,68.5585122,69.0102439,69.51065854,70.01592683,70.47831707,70.86456098,71.16168293,71.37121951,,
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.00809756,51.5982439,52.28012195,53.02280488,53.80729268,54.61404878,55.427,56.2335122,57.02043902,57.77173171,58.47280488,59.11360976,59.69917073,60.2355122,60.72870732,61.18729268,61.62387805,62.05153659,62.48031707,62.9152439,63.35780488,63.80546341,64.24912195,64.6817561,65.10131707,65.50782927,,
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.37843902,62.21821951,63.05541463,63.88370732,64.70465854,65.53246341,66.38563415,67.27426829,68.19965854,69.15292683,70.11946341,71.08185366,72.01365854,72.88821951,73.68563415,74.3787561,74.94673171,75.39302439,75.73070732,75.97653659,76.15690244,76.30631707,76.45743902,76.63595122,76.85587805,77.12026829,,
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.76490297,66.35960107,66.83561069,67.32544119,67.76336057,68.18652724,68.55985246,68.89219178,69.20656354,69.51205713,69.80253061,70.08638224,70.35184832,70.61312006,70.87790537,71.12919398,71.3849684,71.62518569,71.86372716,72.09286546,72.306228,72.50923435,72.71107939,72.92047395,73.12388055,73.32241546,,
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.79573171,71.19097561,71.58582927,71.97782927,72.36385366,72.73978049,73.09890244,73.43714634,73.75141463,74.0392439,74.29973171,74.5334878,74.74470732,74.9375122,75.1154878,75.28209756,75.43978049,75.59043902,75.7375122,75.88346341,76.03385366,76.19019512,76.35358537,76.52307317,76.69917073,76.88136585,,
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,67.50487805,65.23902439,,,,,,,,,,,,,,,,,
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.18886695,64.42852284,64.61393176,64.78793192,65.02075224,65.28510665,65.59512916,65.92424935,66.22951727,66.50286324,66.79965891,67.10952004,67.40689043,67.71180415,68.03095985,68.33088635,68.66662559,68.9887853,69.28978248,69.60824126,69.89393032,70.18768581,70.44968286,70.70287366,70.92783423,71.13718238,,
Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.14763415,71.32565854,71.49473171,71.67092683,71.86031707,72.06729268,72.29521951,72.5354878,72.78158537,73.02560976,73.25631707,73.46053659,73.63295122,73.77168293,73.88114634,73.97117073,74.05846341,74.15817073,74.281,74.42982927,74.60409756,74.79587805,74.99085366,75.17970732,75.358,75.52431707,,
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.73185366,46.0614878,46.29012195,46.42936585,46.5037561,46.55634146,46.64060976,46.80497561,47.08492683,47.49739024,48.05234146,48.7417561,49.52460976,50.35690244,51.20809756,52.04070732,52.82126829,53.53429268,54.17431707,54.73629268,55.2297561,55.67463415,56.10243902,56.53612195,56.98670732,57.45770732,,
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.93568293,76.14468293,76.35165854,76.55614634,76.75812195,77.14146341,77.14146341,77.5902439,77.38780488,77.3,78.2,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,81.94634146,81.94634146,,
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.69417073,59.0484878,59.39631707,59.73917073,60.07704878,60.41143902,60.74590244,61.07990244,61.41443902,61.74897561,62.07702439,62.39402439,62.696,62.98287805,63.25763415,63.52919512,63.81097561,64.1104878,64.4302439,64.76478049,65.10417073,65.4305122,65.72895122,65.9884878,66.20721951,66.38563415,,
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.1281518,65.74479081,66.29155155,66.78492627,67.23095204,67.63649031,68.00732218,68.34894883,68.66724828,68.96835067,69.25757342,69.5392943,69.81394528,70.08265796,70.34787077,70.60909369,70.86453907,71.11015676,71.34210949,71.5611842,71.76968311,71.97338721,72.17691421,72.38275192,72.58932144,72.7953708,,
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.44336585,74.51041463,74.50065854,74.40860976,74.24221951,74.02221951,73.77878049,73.54904878,73.36385366,73.23863415,73.18107317,73.183,73.22773171,73.30195122,73.40717073,73.55619512,73.76621951,74.04390244,74.38653659,74.78156098,75.20353659,75.62312195,76.01407317,76.35512195,76.63885366,76.86431707,,
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.2677561,60.4882439,60.67236585,60.84319512,61.01558537,61.21058537,61.44804878,61.73646341,62.07953659,62.4757561,62.91536585,63.38180488,63.85468293,64.31804878,64.76514634,65.19912195,65.63095122,66.07287805,66.52768293,66.99026829,67.44556098,67.87553659,68.26314634,68.59985366,68.88260976,69.11587805,,
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.84590244,43.21534146,43.66070732,44.18202439,44.77034146,45.39926829,46.03490244,46.64931707,47.22602439,47.76097561,48.27007317,48.78214634,49.32858537,49.92873171,50.58304878,51.279,51.99212195,52.6955122,53.36678049,54.0005122,54.6017561,55.18758537,55.77653659,56.37960976,56.99434146,57.60926829,,
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.3642439,58.58019512,58.7845122,58.98173171,59.17387805,59.3574878,59.52409756,59.66826829,59.79002439,59.89190244,59.98492683,60.08014634,60.18953659,60.32107317,60.48126829,60.67358537,60.89753659,61.14660976,61.41021951,61.68182927,61.95136585,62.2097561,62.45095122,62.67195122,62.8702439,63.04636585,,
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.40487805,69.95609756,70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.12130081,72.27674797,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,,
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.51295122,46.5717561,46.60507317,46.614,46.60556098,46.57485366,46.51290244,46.43558537,46.36870732,46.35053659,46.43634146,46.68434146,47.13034146,47.79119512,48.67129268,49.77156098,51.08,52.53926829,54.08012195,55.64270732,57.1562439,58.55736585,59.81473171,60.90643902,61.81660976,62.54336585,,
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.74212195,70.973,71.19841463,71.41831707,71.63221951,71.84314634,72.05109756,72.25607317,72.45758537,72.65412195,72.83963415,73.00909756,73.15946341,73.2922439,73.40997561,73.52268293,73.6404878,73.77243902,73.92456098,74.09787805,74.28685366,74.48643902,74.68556098,74.87565854,75.05370732,75.22019512,,
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.43126468,75.58472222,75.78753608,75.64574496,75.84289757,75.85584528,76.24546582,76.63251134,76.78621881,76.80954808,76.89243196,77.09747435,77.1976618,77.31265491,77.74935242,77.76444426,77.94434805,78.23954091,78.30097125,78.64290788,78.8046116,78.92051971,79.02514782,79.04497199,79.06415393,79.08222552,,
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.45385366,61.53307317,61.44058537,61.17356098,60.73463415,60.12192683,59.33804878,58.42641463,57.44987805,56.46680488,55.54209756,54.73217073,54.07982927,53.62578049,53.4107561,53.48880488,53.90246341,54.62463415,55.60134146,56.77773171,58.07460976,59.40392683,60.68470732,61.84543902,62.83892683,63.63643902,,
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.48536585,70.35853659,71.61463415,71.65609756,70.67317073,72.0097561,71.99756098,71.73902439,74.37560976,73.87560976,75.16341463,74.83170732,75.10243902,75.27073171,75.51463415,75.16829268,76.46097561,75.94634146,76.45609756,76.96585366,77.47317073,76.72682927,77.12195122,77.32195122,77.57317073,77.77317073,,
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.50914634,44.0754878,44.67846341,45.31002439,45.96421951,46.6295122,47.29539024,47.95329268,48.59968293,49.23253659,49.85580488,50.47797561,51.10953659,51.75897561,52.42778049,53.12241463,53.84682927,54.59456098,55.35312195,56.11004878,56.84541463,57.53629268,58.1702439,58.73880488,59.2405122,59.68187805,,
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.89463415,45.86978049,45.85265854,45.84080488,45.83970732,45.85131707,45.87704878,45.92129268,45.99246341,46.10002439,46.26443902,46.50573171,46.82995122,47.23463415,47.71078049,48.23836585,48.79285366,49.34626829,49.87756098,50.37573171,50.83726829,51.26968293,51.6904878,52.11270732,52.54134146,52.97792683,,
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.135,64.88409756,65.59141463,66.23914634,66.82163415,67.3427561,67.818,68.27409756,68.72880488,69.1902439,69.65807317,70.12741463,70.58587805,71.025,71.44290244,71.83858537,72.21504878,72.57621951,72.925,73.26387805,73.59234146,73.90736585,74.20946341,74.49809756,74.77278049,75.038,,
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.87804878,77,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.70731707,,
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.53731707,76.98073171,77.18439024,77.15170732,77.6897561,77.73658537,78.1504878,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.1,,
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.19473171,55.05863415,55.9244878,56.78529268,57.63309756,58.46441463,59.27729268,60.07168293,60.84760976,61.60009756,62.32663415,63.0242439,63.69090244,64.32658537,64.93129268,65.5025122,66.04019512,66.54685366,67.02497561,67.47807317,67.91017073,68.32578049,68.72795122,69.11817073,69.49897561,69.86985366,,
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.37804878,76.03170732,76.12439024,76.43414634,76.88292683,76.73414634,76.78780488,77.33414634,78.08536585,77.8902439,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,,
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.68090923,74.87505893,75.15282694,75.27369803,75.5772454,75.68628906,76.06165483,76.39982503,76.60815393,76.78952243,77.07011501,77.37521495,77.53477636,77.68198455,78.09882584,78.22479797,78.5231568,78.75809905,78.91707454,79.18281091,79.36693907,79.6074377,79.7278633,79.90576587,80.14410427,80.28312399,,
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.2677561,67.84685366,68.40497561,68.94660976,69.4737561,69.98841463,70.49058537,70.97878049,71.45246341,71.91217073,72.35936585,72.79604878,73.22319512,73.63880488,74.04141463,74.42653659,74.7882439,75.12302439,75.42992683,75.71143902,75.97007317,76.21178049,76.44202439,76.66829268,76.89456098,77.12182927,,
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.33661342,62.44778983,62.44587921,62.24587126,61.97521992,61.8125386,61.69514863,61.42566562,61.03846887,60.81292225,60.68598221,60.60238258,60.71721738,60.89967984,61.25600107,61.73495875,62.281784,62.92563826,63.61709618,64.31605905,64.95379934,65.53312697,66.04342023,66.53652306,66.95622134,67.33112903,,
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.09585366,60.38085366,60.66085366,60.93480488,61.20468293,61.47043902,61.73309756,61.99365854,62.25219512,62.50819512,62.75817073,62.99817073,63.22617073,63.44321951,63.65280488,63.8634878,64.08526829,64.32563415,64.58607317,64.86356098,65.15004878,65.432,65.69785366,65.93858537,66.14919512,66.33217073,,
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0462439,73.27126829,73.49073171,73.7055122,73.9154878,74.1215122,74.32541463,74.52504878,74.72082927,74.91365854,75.10197561,75.28529268,75.46268293,75.63531707,75.8037561,75.97163415,76.1395122,76.3114878,76.48712195,76.6685122,76.85519512,77.04621951,77.23904878,77.43263415,77.62543902,77.81743902,,
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.53043902,66.02365854,66.51736585,67.0134878,67.5125122,68.01543902,68.5237561,69.03253659,69.53680488,70.03009756,70.50743902,70.95987805,71.38387805,71.7764878,72.13619512,72.45902439,72.74595122,73.00197561,73.23356098,73.44770732,73.65136585,73.85253659,74.05668293,74.26678049,74.48536585,74.71341463,,
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.25709756,65.46329268,65.66097561,65.86017073,66.06434146,66.2724878,66.47960976,66.67873171,66.86331707,67.03292683,67.1865122,67.32560976,67.45370732,67.57382927,67.6895122,67.8022439,67.91256098,68.0224878,68.132,68.24309756,68.35826829,68.4784878,68.60421951,68.73495122,68.87017073,69.00985366,,
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.06926829,,,,,71.84463415,,,,,70.49365854,,,,,69.12926829,,,,,,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.95021951,59.267,59.59,59.90246341,60.19990244,60.4827561,60.75390244,61.02107317,61.29209756,61.56936585,61.85682927,62.15995122,62.47534146,62.79953659,63.12560976,63.44507317,63.744,64.01590244,64.25534146,64.46278049,64.6402439,64.79568293,64.94156098,65.08585366,65.23407317,65.38770732,,
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.8902439,70.58780488,71.0902439,71.59512195,71.69512195,71.89268293,72.24634146,72.64634146,72.99756098,73.04390244,73.74878049,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.69512195,76.74634146,77,77.60243902,78.20487805,,
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.36949705,49.42429985,49.47090629,49.51796535,49.5750829,49.65237165,49.76089213,49.91006114,50.1101266,50.37110104,50.70775143,51.13160339,51.63812458,52.2160342,52.85181296,53.52850283,54.22828712,54.93213037,55.62257465,56.28609982,56.91218466,57.49632576,58.04447735,58.56164834,59.04751617,59.50281022,,
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.16917073,74.03880488,73.94636585,73.92087805,73.97690244,74.12507317,74.3624878,74.66663415,75.01141463,75.38117073,76.68926829,77.06682927,77.7604878,78.07121951,78.17585366,78.29609756,78.41634146,78.42585366,77.9034878,78.14980488,78.40817073,78.67119512,78.92641463,79.16739024,79.39012195,79.59612195,,
North Korea,PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.34431707,69.32531707,68.95170732,68.23026829,67.22821951,66.11729268,65.12419512,64.44195122,64.1915122,64.39526829,64.97956098,65.79214634,66.62178049,67.30870732,67.79829268,68.09446341,68.25973171,68.40873171,68.62904878,68.9372439,69.32731707,69.76926829,70.20960976,70.60787805,70.95207317,71.2387561,,
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.96585366,74.01463415,74.31219512,74.51219512,74.91463415,75.31219512,75.26097561,75.41219512,75.71219512,75.96341463,76.31463415,76.81463415,77.06585366,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.52195122,,
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.01260976,68.19104878,68.37046341,68.55085366,68.7307561,68.91521951,69.11280488,69.32704878,69.56146341,69.81253659,70.07468293,70.33985366,70.59743902,70.84239024,71.07117073,71.28580488,71.49134146,71.69380488,71.89678049,72.0997561,72.2982439,72.48517073,72.6545122,72.8037561,72.93241463,73.04297561,,
West Bank and Gaza Strip,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.05287805,68.39402439,68.71604878,69.02541463,69.32463415,69.6117561,69.88380488,70.13534146,70.36390244,70.5704878,70.76009756,70.93568293,71.10368293,71.26912195,71.435,71.60385366,71.7737561,71.9437561,72.11239024,72.28014634,72.447,72.61536585,72.78470732,72.95546341,73.12812195,73.30168293,,
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.67416005,63.92597418,64.25101481,64.58272237,64.91249115,65.29890682,65.54782609,65.85606776,66.16240513,66.49432628,66.76220437,67.0634195,67.35679052,67.64685116,67.93352705,68.22579401,68.49777393,68.7762324,69.05208184,69.32377437,69.58940877,69.84590637,70.09112623,70.32411046,70.54402369,70.75254202,,
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.46582414,75.56521164,75.79594604,75.80672859,76.05762839,76.07856942,76.41759112,76.75176414,76.96413271,77.12369327,77.36203954,77.66781002,77.7918545,77.91765042,78.3558044,78.44898619,78.77209265,79.0249116,79.17205685,79.49405804,79.70841198,79.97577732,80.10773932,80.29448189,80.5272136,80.64646234,,
